,Date,Close,Symbol
0,2018-01-02,172.25999450683594,AAPL
1,2018-01-03,172.22999572753906,AAPL
2,2018-01-04,173.02999877929688,AAPL
3,2018-01-05,175.0,AAPL
4,2018-01-08,174.35000610351562,AAPL
5,2018-01-09,174.3300018310547,AAPL
6,2018-01-10,174.2899932861328,AAPL
7,2018-01-11,175.27999877929688,AAPL
8,2018-01-12,177.08999633789062,AAPL
9,2018-01-16,176.19000244140625,AAPL
10,2018-01-17,179.10000610351562,AAPL
11,2018-01-18,179.25999450683594,AAPL
12,2018-01-19,178.4600067138672,AAPL
13,2018-01-22,177.0,AAPL
14,2018-01-23,177.0399932861328,AAPL
15,2018-01-24,174.22000122070312,AAPL
16,2018-01-25,171.11000061035156,AAPL
17,2018-01-26,171.50999450683594,AAPL
18,2018-01-29,167.9600067138672,AAPL
19,2018-01-30,166.97000122070312,AAPL
20,2018-01-31,167.42999267578125,AAPL
21,2018-02-01,167.77999877929688,AAPL
22,2018-02-02,160.5,AAPL
23,2018-02-05,156.49000549316406,AAPL
24,2018-02-06,163.02999877929688,AAPL
25,2018-02-07,159.5399932861328,AAPL
26,2018-02-08,155.14999389648438,AAPL
27,2018-02-09,156.41000366210938,AAPL
28,2018-02-12,162.7100067138672,AAPL
29,2018-02-13,164.33999633789062,AAPL
30,2018-02-14,167.3699951171875,AAPL
31,2018-02-15,172.99000549316406,AAPL
32,2018-02-16,172.42999267578125,AAPL
33,2018-02-20,171.85000610351562,AAPL
34,2018-02-21,171.07000732421875,AAPL
35,2018-02-22,172.5,AAPL
36,2018-02-23,175.5,AAPL
37,2018-02-26,178.97000122070312,AAPL
38,2018-02-27,178.38999938964844,AAPL
39,2018-02-28,178.1199951171875,AAPL
40,2018-03-01,175.0,AAPL
41,2018-03-02,176.2100067138672,AAPL
42,2018-03-05,176.82000732421875,AAPL
43,2018-03-06,176.6699981689453,AAPL
44,2018-03-07,175.02999877929688,AAPL
45,2018-03-08,176.94000244140625,AAPL
46,2018-03-09,179.97999572753906,AAPL
47,2018-03-12,181.72000122070312,AAPL
48,2018-03-13,179.97000122070312,AAPL
49,2018-03-14,178.44000244140625,AAPL
50,2018-03-15,178.64999389648438,AAPL
51,2018-03-16,178.02000427246094,AAPL
52,2018-03-19,175.3000030517578,AAPL
53,2018-03-20,175.24000549316406,AAPL
54,2018-03-21,171.27000427246094,AAPL
55,2018-03-22,168.85000610351562,AAPL
56,2018-03-23,164.94000244140625,AAPL
57,2018-03-26,172.77000427246094,AAPL
58,2018-03-27,168.33999633789062,AAPL
59,2018-03-28,166.47999572753906,AAPL
60,2018-03-29,167.77999877929688,AAPL
61,2018-04-02,166.67999267578125,AAPL
62,2018-04-03,168.38999938964844,AAPL
63,2018-04-04,171.61000061035156,AAPL
64,2018-04-05,172.8000030517578,AAPL
65,2018-04-06,168.3800048828125,AAPL
66,2018-04-09,170.0500030517578,AAPL
67,2018-04-10,173.25,AAPL
68,2018-04-11,172.44000244140625,AAPL
69,2018-04-12,174.13999938964844,AAPL
70,2018-04-13,174.72999572753906,AAPL
71,2018-04-16,175.82000732421875,AAPL
72,2018-04-17,178.24000549316406,AAPL
73,2018-04-18,177.83999633789062,AAPL
74,2018-04-19,172.8000030517578,AAPL
75,2018-04-20,165.72000122070312,AAPL
76,2018-04-23,165.24000549316406,AAPL
77,2018-04-24,162.94000244140625,AAPL
78,2018-04-25,163.64999389648438,AAPL
79,2018-04-26,164.22000122070312,AAPL
80,2018-04-27,162.32000732421875,AAPL
81,2018-04-30,165.25999450683594,AAPL
82,2018-05-01,169.10000610351562,AAPL
83,2018-05-02,176.57000732421875,AAPL
84,2018-05-03,176.88999938964844,AAPL
85,2018-05-04,183.8300018310547,AAPL
86,2018-05-07,185.16000366210938,AAPL
87,2018-05-08,186.0500030517578,AAPL
88,2018-05-09,187.36000061035156,AAPL
89,2018-05-10,190.0399932861328,AAPL
90,2018-05-11,188.58999633789062,AAPL
91,2018-05-14,188.14999389648438,AAPL
92,2018-05-15,186.44000244140625,AAPL
93,2018-05-16,188.17999267578125,AAPL
94,2018-05-17,186.99000549316406,AAPL
95,2018-05-18,186.30999755859375,AAPL
96,2018-05-21,187.6300048828125,AAPL
97,2018-05-22,187.16000366210938,AAPL
98,2018-05-23,188.36000061035156,AAPL
99,2018-05-24,188.14999389648438,AAPL
100,2018-05-25,188.5800018310547,AAPL
101,2018-05-29,187.89999389648438,AAPL
102,2018-05-30,187.5,AAPL
