RegionID,SizeRank,RegionName,RegionType,StateName,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31
102001,0,United States,Country,"",1535707.0,1374169.0,1380800.0,1407802.0,1545969.0,1642802.0,1714010.0,1767839.0,1797178.0,1788405.0,1734926.0,1736146.0,1617710.0,1444037.0,1471873.0,1472220.0,1584213.0,1671824.0,1749958.0,1799863.0,1806096.0,1781760.0,1742947.0,1715439.0,1560078.0,1392939.0,1403302.0,1409168.0,1469738.0,1365616.0,1473670.0,1466533.0,1438123.0,1382408.0,1328363.0,1317388.0,1150053.0,1003047.0,1033989.0,908566.0,967584.0,983706.0,1019631.0
394913,1,"New York, NY",Msa,NY,75133.0,66168.0,65942.0,73821.0,79756.0,86795.0,91909.0,93405.0,93090.0,90372.0,89629.0,90637.0,83502.0,73821.0,74811.0,76759.0,84833.0,92287.0,97241.0,98745.0,96940.0,92655.0,93377.0,90826.0,82024.0,72163.0,71466.0,74626.0,78736.0,64401.0,69294.0,77567.0,82839.0,81106.0,81679.0,79939.0,70827.0,61614.0,59843.0,57854.0,59470.0,62050.0,64597.0
753899,2,"Los Angeles-Long Beach-Anaheim, CA",Msa,CA,22341.0,18238.0,19786.0,21842.0,24115.0,25546.0,27745.0,28910.0,30658.0,30949.0,30520.0,31314.0,29369.0,25225.0,26424.0,26894.0,29148.0,30282.0,31936.0,31882.0,32346.0,31443.0,30259.0,29398.0,25314.0,20587.0,21097.0,22161.0,22241.0,20152.0,23426.0,25217.0,26281.0,26341.0,26383.0,26252.0,23154.0,19431.0,19494.0,19427.0,20911.0,20563.0,20878.0
394463,3,"Chicago, IL",Msa,IL,47850.0,40471.0,40234.0,42833.0,51368.0,53908.0,56457.0,58492.0,59598.0,59378.0,57985.0,57370.0,51219.0,43633.0,43348.0,45893.0,52670.0,58306.0,60609.0,62202.0,62367.0,62054.0,61228.0,59255.0,52341.0,44895.0,44974.0,48230.0,50405.0,44689.0,49345.0,51990.0,52265.0,51264.0,49318.0,48518.0,41717.0,34864.0,34715.0,30700.0,33679.0,35814.0,38162.0
394514,4,"Dallas-Fort Worth, TX",Msa,TX,26693.0,23292.0,22852.0,23456.0,26709.0,30070.0,31827.0,33963.0,35951.0,35344.0,34125.0,33363.0,31635.0,28229.0,28957.0,29617.0,32875.0,34827.0,36915.0,40110.0,41013.0,40079.0,38390.0,37610.0,34837.0,31174.0,30984.0,32125.0,33229.0,31370.0,35049.0,34962.0,34033.0,31509.0,28726.0,30623.0,26794.0,23071.0,23482.0,20315.0,21922.0,22856.0,23353.0
394974,5,"Philadelphia, PA",Msa,PA,29937.0,25067.0,24473.0,25619.0,28153.0,31316.0,32531.0,31651.0,30490.0,29999.0,29438.0,30111.0,28394.0,24899.0,25104.0,25100.0,28055.0,30420.0,31073.0,31384.0,31926.0,29501.0,29101.0,28978.0,25835.0,22512.0,22165.0,22483.0,22744.0,18623.0,21469.0,23208.0,22770.0,21865.0,21138.0,21216.0,18636.0,15863.0,16016.0,14582.0,16716.0,17928.0,19148.0
394692,6,"Houston, TX",Msa,TX,34965.0,32063.0,32662.0,32429.0,36953.0,38887.0,40975.0,42028.0,42849.0,42306.0,39815.0,39738.0,37619.0,34835.0,36678.0,36684.0,39599.0,41428.0,43005.0,46278.0,46968.0,46119.0,43724.0,42939.0,40474.0,37891.0,39051.0,39885.0,41183.0,39379.0,41972.0,40585.0,39399.0,36846.0,34694.0,34730.0,30753.0,28185.0,29903.0,26207.0,27537.0,26565.0,26323.0
395209,7,"Washington, DC",Msa,DC,25443.0,21508.0,20251.0,21586.0,26255.0,30372.0,30476.0,26792.0,26631.0,25914.0,25627.0,26137.0,23267.0,18665.0,17768.0,18259.0,22145.0,24893.0,26651.0,26630.0,25753.0,24124.0,24525.0,24308.0,20880.0,16820.0,17180.0,17953.0,20439.0,18663.0,19915.0,19456.0,19715.0,18932.0,19297.0,19755.0,16846.0,13772.0,14053.0,13198.0,16282.0,18373.0,19650.0
394856,8,"Miami-Fort Lauderdale, FL",Msa,FL,59650.0,59118.0,63575.0,64497.0,68332.0,67423.0,65907.0,63728.0,63220.0,62590.0,62066.0,64752.0,64584.0,63519.0,69177.0,70476.0,72135.0,70733.0,69334.0,67368.0,66091.0,64094.0,62684.0,64402.0,63067.0,61553.0,65179.0,65352.0,64607.0,58911.0,61610.0,62451.0,60721.0,59145.0,59118.0,59612.0,56238.0,54503.0,54415.0,45523.0,42653.0,39025.0,37316.0
394347,9,"Atlanta, GA",Msa,GA,32149.0,28254.0,28916.0,28779.0,31582.0,33083.0,33651.0,36138.0,37568.0,36889.0,35528.0,36144.0,33602.0,30675.0,32251.0,35878.0,35771.0,37302.0,38839.0,40798.0,41464.0,41216.0,40590.0,40646.0,37324.0,34395.0,35634.0,35376.0,37371.0,36579.0,39264.0,37906.0,36379.0,34590.0,31970.0,32167.0,28238.0,24836.0,26134.0,22658.0,23531.0,23402.0,23875.0
394404,10,"Boston, MA",Msa,MA,12740.0,9719.0,9127.0,9663.0,11450.0,14015.0,16560.0,17072.0,16664.0,16180.0,17461.0,17895.0,15405.0,11946.0,11788.0,11865.0,14294.0,16263.0,18737.0,18948.0,17376.0,16187.0,17723.0,17477.0,14339.0,10551.0,10017.0,11091.0,12560.0,10939.0,13727.0,15386.0,14781.0,14310.0,14985.0,14521.0,11701.0,8653.0,8204.0,8080.0,10268.0,11169.0,11301.0
395057,11,"San Francisco, CA",Msa,CA,5691.0,3647.0,4031.0,5146.0,6562.0,7266.0,8206.0,8215.0,8089.0,8195.0,9068.0,9429.0,7867.0,5610.0,5696.0,6671.0,7975.0,8813.0,9685.0,9558.0,9291.0,8687.0,9559.0,9379.0,7186.0,4755.0,4785.0,6070.0,6379.0,5461.0,7696.0,8762.0,9319.0,9503.0,9981.0,10512.0,8388.0,6177.0,6150.0,7019.0,7957.0,8187.0,8377.0
394532,12,"Detroit, MI",Msa,MI,16955.0,14474.0,14094.0,13415.0,15195.0,16931.0,18546.0,19999.0,21282.0,22314.0,21792.0,21816.0,19830.0,17269.0,17117.0,16108.0,17340.0,18773.0,20688.0,22319.0,23519.0,24180.0,23938.0,23513.0,20820.0,18080.0,17641.0,17013.0,16740.0,13212.0,18374.0,18757.0,18518.0,18211.0,17090.0,16744.0,14061.0,11764.0,11613.0,10133.0,11202.0,11739.0,12987.0
395025,13,"Riverside, CA",Msa,CA,18300.0,16669.0,17590.0,18640.0,19619.0,20181.0,21118.0,21546.0,22181.0,22094.0,21831.0,22373.0,21698.0,19790.0,20706.0,20413.0,21501.0,21745.0,21622.0,21661.0,21721.0,21534.0,20808.0,20943.0,19303.0,17190.0,17731.0,17429.0,17058.0,15596.0,16657.0,15786.0,14652.0,14096.0,13731.0,14052.0,12220.0,10441.0,10560.0,9901.0,10549.0,10555.0,11237.0
394976,14,"Phoenix, AZ",Msa,AZ,26568.0,24283.0,26168.0,27246.0,29092.0,29245.0,28456.0,27253.0,25585.0,25417.0,25092.0,26289.0,26029.0,24244.0,27415.0,28410.0,30530.0,30503.0,29759.0,28161.0,25828.0,24867.0,23917.0,24680.0,23178.0,20871.0,22385.0,22744.0,24236.0,23192.0,23620.0,22220.0,20962.0,20656.0,21212.0,22705.0,20331.0,17552.0,17498.0,16970.0,17390.0,18026.0,17809.0
395078,15,"Seattle, WA",Msa,WA,9570.0,6873.0,6777.0,6728.0,8676.0,9886.0,12590.0,13659.0,14262.0,14891.0,15441.0,14965.0,12822.0,9722.0,9785.0,9028.0,11432.0,12299.0,15175.0,15990.0,15351.0,14657.0,14038.0,12709.0,9862.0,7000.0,6956.0,7538.0,9106.0,8916.0,10425.0,10931.0,11773.0,12487.0,12001.0,11709.0,8901.0,6615.0,6921.0,6795.0,8697.0,9459.0,10226.0
394865,16,"Minneapolis-St Paul, MN",Msa,MN,12352.0,9523.0,9125.0,10000.0,11926.0,13335.0,15458.0,16550.0,16645.0,16985.0,16523.0,15832.0,13403.0,10533.0,10036.0,10109.0,11689.0,13725.0,16204.0,17817.0,17572.0,17549.0,17360.0,16716.0,14139.0,11126.0,10477.0,11330.0,13406.0,12952.0,14615.0,14792.0,14878.0,14801.0,14458.0,14298.0,11139.0,8585.0,8630.0,8471.0,9696.0,11008.0,11838.0
395056,17,"San Diego, CA",Msa,CA,7087.0,5857.0,6418.0,6941.0,8025.0,8768.0,9343.0,9680.0,10467.0,10684.0,10516.0,10650.0,9993.0,8629.0,9011.0,8970.0,9696.0,10016.0,10499.0,10663.0,10820.0,10545.0,9782.0,9521.0,8149.0,6726.0,7110.0,7234.0,7515.0,7049.0,7939.0,7867.0,8022.0,7776.0,7443.0,7641.0,6347.0,5204.0,5314.0,5223.0,5788.0,5936.0,6324.0
395121,18,"St. Louis, MO",Msa,MO,14188.0,12422.0,12226.0,12365.0,13858.0,14671.0,15370.0,15846.0,16074.0,16016.0,15350.0,15562.0,14118.0,12229.0,11708.0,11270.0,12918.0,13773.0,14333.0,14671.0,14624.0,14512.0,14525.0,14721.0,13446.0,11583.0,11244.0,11198.0,12311.0,11038.0,11571.0,11529.0,11575.0,11105.0,11211.0,11321.0,9652.0,8349.0,8579.0,6811.0,7834.0,8406.0,8455.0
395148,19,"Tampa, FL",Msa,FL,18285.0,17192.0,19133.0,19118.0,20646.0,21380.0,20793.0,20592.0,20221.0,19915.0,19566.0,20385.0,20132.0,19198.0,21470.0,21541.0,22071.0,21131.0,20852.0,21323.0,20962.0,20208.0,19704.0,20189.0,19195.0,17674.0,19344.0,19274.0,19557.0,17973.0,18964.0,17527.0,16592.0,15690.0,14884.0,15920.0,14327.0,13166.0,13676.0,11993.0,11785.0,11178.0,11283.0
394358,20,"Baltimore, MD",Msa,MD,14454.0,12417.0,12083.0,12394.0,13911.0,15644.0,16110.0,15117.0,14898.0,14813.0,14354.0,14524.0,13641.0,11895.0,11494.0,11379.0,13275.0,14591.0,15267.0,15565.0,15316.0,14676.0,14725.0,14643.0,12937.0,11060.0,10794.0,10832.0,11533.0,10322.0,11088.0,10753.0,10371.0,9849.0,9870.0,9828.0,8222.0,6884.0,6865.0,6117.0,7044.0,8000.0,8576.0
394530,21,"Denver, CO",Msa,CO,12504.0,9337.0,10186.0,10756.0,12706.0,14585.0,16130.0,17592.0,17561.0,17821.0,17788.0,17645.0,15630.0,12342.0,13122.0,13352.0,15107.0,16958.0,19533.0,20623.0,20239.0,20389.0,19619.0,18443.0,14999.0,11493.0,11788.0,11954.0,14263.0,13278.0,17518.0,17307.0,16781.0,16028.0,14537.0,14245.0,10713.0,7971.0,7954.0,5947.0,6604.0,7474.0,8109.0
394982,22,"Pittsburgh, PA",Msa,PA,11680.0,10356.0,10161.0,10034.0,10821.0,11456.0,11870.0,12375.0,12362.0,12092.0,11505.0,11571.0,10611.0,9371.0,9384.0,9139.0,9861.0,10385.0,10799.0,11048.0,10606.0,10564.0,10634.0,10617.0,9685.0,8568.0,8752.0,8549.0,8188.0,6764.0,8877.0,9294.0,9005.0,8637.0,8725.0,8132.0,6985.0,5818.0,5943.0,5136.0,5756.0,6122.0,6646.0
394998,23,"Portland, OR",Msa,OR,8844.0,7042.0,7116.0,6859.0,7951.0,9450.0,10655.0,11689.0,12250.0,12456.0,12318.0,11861.0,10511.0,8827.0,8940.0,8559.0,9758.0,10650.0,12152.0,12737.0,12898.0,12748.0,12290.0,11389.0,9796.0,7924.0,8014.0,8000.0,9267.0,9067.0,10252.0,10153.0,10403.0,10139.0,9089.0,9220.0,7279.0,5709.0,6094.0,5528.0,6461.0,6973.0,7678.0
394458,24,"Charlotte, NC",Msa,NC,9723.0,8428.0,8716.0,9223.0,11057.0,11112.0,11670.0,12064.0,12255.0,12197.0,11282.0,11518.0,10653.0,9193.0,9915.0,10140.0,12042.0,11923.0,12862.0,13356.0,13688.0,13213.0,12941.0,13177.0,11363.0,9763.0,10508.0,10163.0,11193.0,10410.0,11284.0,10157.0,9734.0,9324.0,8902.0,9286.0,7909.0,6700.0,7510.0,6756.0,6994.0,7032.0,7257.0
395045,25,"Sacramento, CA",Msa,CA,6624.0,5280.0,5328.0,5587.0,6582.0,7359.0,8414.0,8874.0,9062.0,9556.0,9243.0,9143.0,8082.0,6591.0,6513.0,6340.0,6896.0,7810.0,8750.0,9163.0,9372.0,9533.0,9054.0,8512.0,7205.0,5685.0,5836.0,6174.0,6558.0,6442.0,7469.0,7530.0,7122.0,6799.0,6585.0,6728.0,5384.0,4190.0,3878.0,3875.0,4651.0,5032.0,5228.0
395055,26,"San Antonio, TX",Msa,TX,12434.0,11027.0,11274.0,12023.0,13111.0,13837.0,14198.0,14513.0,14927.0,14939.0,13856.0,13752.0,13506.0,12498.0,12976.0,13238.0,14636.0,15282.0,15806.0,17085.0,17550.0,17195.0,16590.0,16557.0,15548.0,14755.0,14927.0,15253.0,15802.0,15046.0,16107.0,15841.0,15005.0,14250.0,13451.0,13496.0,11848.0,10726.0,10703.0,8622.0,9053.0,8639.0,8821.0
394943,27,"Orlando, FL",Msa,FL,12512.0,11561.0,12614.0,12548.0,13365.0,13949.0,13944.0,13851.0,14043.0,14183.0,14015.0,14390.0,13854.0,13081.0,14127.0,14220.0,14836.0,14653.0,14719.0,15336.0,15138.0,14504.0,14094.0,14540.0,13649.0,12634.0,13269.0,13280.0,13443.0,12526.0,13749.0,13747.0,13515.0,13165.0,12715.0,13297.0,11964.0,11082.0,11780.0,10250.0,10289.0,9143.0,9220.0
394466,28,"Cincinnati, OH",Msa,OH,8990.0,7863.0,7765.0,7819.0,8510.0,9014.0,9989.0,10064.0,10601.0,10678.0,10304.0,10395.0,9606.0,8235.0,8262.0,8045.0,8618.0,9205.0,9589.0,10017.0,10048.0,9973.0,9846.0,9605.0,8617.0,7329.0,7527.0,7164.0,7485.0,7164.0,7808.0,7734.0,7623.0,7453.0,7181.0,7153.0,6205.0,5384.0,5596.0,4615.0,5208.0,5266.0,5694.0
394475,29,"Cleveland, OH",Msa,OH,13160.0,11521.0,11354.0,11243.0,12509.0,13551.0,14247.0,14716.0,15204.0,14811.0,14326.0,14028.0,12866.0,11278.0,10866.0,11013.0,12235.0,13101.0,14099.0,14636.0,14856.0,14682.0,14271.0,13941.0,12501.0,11077.0,10253.0,9970.0,10652.0,9446.0,9983.0,10437.0,10558.0,10579.0,10331.0,9787.0,8595.0,7231.0,7150.0,4552.0,4931.0,5152.0,5744.0
394735,30,"Kansas City, MO",Msa,MO,10121.0,9004.0,8673.0,8769.0,10190.0,11101.0,12171.0,13269.0,12559.0,12632.0,12109.0,10696.0,9834.0,8607.0,8723.0,8465.0,9326.0,10251.0,10506.0,10611.0,10841.0,10720.0,10464.0,10475.0,9358.0,7893.0,7746.0,7698.0,8128.0,7696.0,8318.0,8020.0,7849.0,7508.0,7225.0,7727.0,6487.0,5561.0,5653.0,4611.0,5473.0,6260.0,6525.0
394775,31,"Las Vegas, NV",Msa,NV,12828.0,11584.0,11698.0,12308.0,13210.0,13435.0,10007.0,10198.0,13667.0,11388.0,12176.0,12514.0,12383.0,11698.0,12993.0,13322.0,14418.0,14528.0,15221.0,15424.0,15252.0,15059.0,14495.0,14168.0,12852.0,11418.0,11548.0,10998.0,11357.0,11172.0,12247.0,12205.0,12027.0,12213.0,12131.0,12197.0,10846.0,9709.0,8945.0,8034.0,7804.0,7652.0,7999.0
394492,32,"Columbus, OH",Msa,OH,6011.0,5029.0,4907.0,4771.0,5550.0,6137.0,7049.0,7439.0,7755.0,7918.0,7422.0,7536.0,6662.0,5452.0,5456.0,5128.0,5817.0,6169.0,7056.0,7356.0,7540.0,7649.0,7412.0,7428.0,6525.0,5435.0,5468.0,5098.0,5498.0,5333.0,5695.0,5691.0,5833.0,5648.0,5483.0,6027.0,4932.0,4081.0,4242.0,3656.0,4116.0,4590.0,5053.0
394705,33,"Indianapolis, IN",Msa,IN,8148.0,6901.0,6738.0,6786.0,7922.0,7913.0,7741.0,8451.0,8745.0,9027.0,8733.0,8991.0,8212.0,7030.0,6958.0,6665.0,7353.0,7791.0,8460.0,8994.0,9257.0,9465.0,9396.0,9372.0,8386.0,7294.0,7295.0,6945.0,7206.0,6658.0,7211.0,6995.0,6868.0,6762.0,6952.0,7405.0,6382.0,5358.0,5476.0,4618.0,5247.0,5645.0,5913.0
395059,34,"San Jose, CA",Msa,CA,1608.0,1076.0,1228.0,1654.0,2179.0,2441.0,2908.0,2894.0,3055.0,3137.0,3310.0,3386.0,2853.0,2004.0,2098.0,2528.0,2966.0,3350.0,3816.0,3804.0,3727.0,3490.0,3431.0,3281.0,2415.0,1604.0,1679.0,2099.0,2248.0,2130.0,2837.0,3012.0,3131.0,3151.0,3259.0,3431.0,2730.0,2101.0,2221.0,2490.0,3066.0,3146.0,3194.0
394355,35,"Austin, TX",Msa,TX,9027.0,7462.0,7529.0,7892.0,9214.0,10546.0,11317.0,11629.0,11818.0,11560.0,10648.0,10707.0,10026.0,8823.0,8858.0,8878.0,9904.0,10643.0,11112.0,12161.0,12243.0,11944.0,11555.0,11189.0,9929.0,8508.0,8935.0,8872.0,9774.0,9848.0,11112.0,10599.0,10400.0,9476.0,8820.0,8841.0,7283.0,6281.0,6080.0,5332.0,7048.0,7934.0,8549.0
395194,36,"Virginia Beach, VA",Msa,VA,12597.0,11682.0,11294.0,11454.0,12623.0,13332.0,13814.0,14194.0,13859.0,13523.0,12742.0,12723.0,11999.0,10888.0,11145.0,11153.0,12048.0,12829.0,13240.0,13250.0,13109.0,12653.0,12004.0,11599.0,10616.0,9597.0,9616.0,9821.0,10576.0,10069.0,10280.0,9896.0,9569.0,9138.0,8809.0,8669.0,8002.0,6985.0,6791.0,6126.0,6734.0,7716.0,8070.0
394902,37,"Nashville, TN",Msa,TN,9388.0,8417.0,8301.0,8483.0,9575.0,10352.0,11004.0,11784.0,11951.0,12203.0,12061.0,12181.0,11689.0,10674.0,10832.0,10723.0,11475.0,12184.0,12892.0,13470.0,13958.0,13409.0,13401.0,13731.0,12385.0,11240.0,11178.0,11112.0,11727.0,11561.0,12694.0,12821.0,12581.0,11927.0,11078.0,10990.0,9733.0,8381.0,"","","","",""
395005,38,"Providence, RI",Msa,RI,6876.0,5810.0,5274.0,5297.0,5752.0,6654.0,7497.0,8032.0,8277.0,8391.0,8343.0,8410.0,7506.0,6383.0,6019.0,5939.0,6401.0,7084.0,7792.0,7916.0,7747.0,7789.0,7871.0,7724.0,6776.0,5859.0,5595.0,5469.0,5722.0,5202.0,5703.0,5859.0,5897.0,5678.0,5564.0,5479.0,4772.0,3924.0,3758.0,2664.0,3122.0,3182.0,3464.0
